web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1680016249-917","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","10:30","Nubes dispersas","20°","6 km/h","64%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-918","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","11:00","Nubes dispersas","20°","9 > 28 km/h","68%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-919","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","11:30","Nubes dispersas","20°","20 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-920","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","12:00","Nubes dispersas","21°","19 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-921","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","12:30","Nubes dispersas","21°","20 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-922","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","13:00","Nubes dispersas","21°","20 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-923","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","13:30","Nubes dispersas","21°","19 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-924","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","14:00","Nubes dispersas","21°","19 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-925","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","14:30","Nubes dispersas","21°","22 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-926","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","15:00","Nubes dispersas","21°","22 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-927","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","15:30","Nubes dispersas","21°","24 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-928","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","16:00","Nubes dispersas","21°","28 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-929","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","16:30","Nubes dispersas","21°","26 km/h","69%","1020 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-930","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","17:00","Nubes dispersas","21°","20 km/h","69%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-931","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","17:30","Nubes dispersas","20°","19 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-932","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","18:00","Nubes dispersas","20°","15 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-933","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","18:30","Nubes dispersas","20°","2 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-934","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","19:00","Nubes dispersas","20°","13 km/h","73%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-935","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","19:30","Mayormente cubierto","20°","19 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-936","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","20:00","Mayormente cubierto","20°","17 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-937","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","20:30","Mayormente cubierto","20°","19 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-938","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","22:00","Nubes dispersas","18°","7 km/h","83%","1024 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-939","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","22:30","Nubes dispersas","18°","6 km/h","83%","1024 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-940","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","23:00","Nubes dispersas","17°","En calma","82%","1024 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016249-941","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Jueves 19 Diciembre 2019","23:30","Nubes dispersas","18°","7 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/19-diciembre-2019.html"
"1680016251-942","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","00:00","Nubes dispersas","17°","6 km/h","77%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-943","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-944","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","00:30","Despejado","17°","9 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-945","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","01:00","Despejado","17°","11 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-946","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","01:30","Despejado","17°","9 km/h","72%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-947","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","02:00","Despejado","16°","6 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-948","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","02:30","Nubes dispersas","16°","9 km/h","82%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-949","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","03:00","Nubes dispersas","16°","11 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-950","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","03:30","Nubes dispersas","16°","9 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-951","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","04:00","Nubes dispersas","16°","9 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-952","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","04:30","Nubes dispersas","16°","9 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-953","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","05:00","Nubes dispersas","16°","11 km/h","72%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-954","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","05:30","Nubes dispersas","16°","7 km/h","77%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-955","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","06:00","Nubes dispersas","16°","9 km/h","82%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-956","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","06:30","Nubes dispersas","16°","11 km/h","82%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-957","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","07:00","Nubes dispersas","17°","7 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-958","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","07:30","Mayormente cubierto","17°","9 km/h","82%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-959","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","08:00","Mayormente cubierto","18°","7 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-960","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","08:30","Mayormente cubierto","18°","7 km/h","77%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-961","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","09:00","Parcialmente cubierto","18°","7 km/h","83%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-962","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","09:30","Nubes dispersas","19°","7 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-963","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","10:00","Nubes dispersas","20°","2 km/h","78%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-964","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","10:30","Nubes dispersas","20°","6 km/h","78%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-965","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","11:00","Nubes dispersas","20°","7 km/h","78%","1025 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-966","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","11:30","Nubes dispersas","21°","9 > 32 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-967","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","12:00","Nubes dispersas","21°","9 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-968","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","12:30","Parcialmente cubierto","21°","9 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-969","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","13:00","Parcialmente cubierto","21°","11 km/h","73%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-970","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","13:30","Mayormente cubierto","20°","11 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-971","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","14:00","Mayormente cubierto","20°","11 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-972","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","14:30","Mayormente cubierto","20°","13 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-973","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","15:00","Parcialmente cubierto","20°","15 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-974","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","15:30","Parcialmente cubierto","21°","17 km/h","73%","1021 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-975","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","16:00","Nubes dispersas","20°","17 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-976","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","16:30","Nubes dispersas","20°","13 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-977","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","17:00","Nubes dispersas","20°","9 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-978","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","17:30","Nubes dispersas","20°","7 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-979","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","18:00","Mayormente cubierto","20°","7 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-980","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","18:30","Mayormente cubierto","20°","7 km/h","78%","1022 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-981","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","19:00","Mayormente cubierto","20°","7 km/h","78%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-982","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","19:30","Parcialmente cubierto","19°","6 km/h","83%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-983","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","20:00","Parcialmente cubierto","19°","6 km/h","83%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-984","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","20:30","Nubes dispersas","18°","En calma","83%","1023 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-985","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","21:00","Nubes dispersas","18°","6 km/h","83%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-986","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","21:30","Nubes dispersas","18°","6 km/h","83%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-987","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","22:00","Nubes dispersas","18°","9 km/h","83%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-988","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","22:30","Nubes dispersas","17°","9 km/h","88%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-989","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","23:00","Nubes dispersas","17°","4 km/h","82%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016251-990","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Viernes 20 Diciembre 2019","23:30","Nubes dispersas","17°","4 km/h","82%","1024 hPa","https://www.tutiempo.net/registros/gclp/20-diciembre-2019.html"
"1680016254-991","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Sábado 21 Diciembre 2019","00:00","Nubes dispersas","17°","6 km/h","82%","1024 hPa","https://www.tutiempo.net/registros/gclp/21-diciembre-2019.html"
